subject,courseNumber,courseTitle,description
PHIL,122E,ANCIENT PHILOSOPHY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): one course in philosophy or consent of instructor. Topics include E. Ancient Philosophy; F. Medieval Philosophy; I. French Renaissance Philosophy; J. Early Modern Philosophy; M. Moral Theories of Hume and Kant; N. Nineteenth-Century Philosophy; O. Kant and Post-Kantian European Moral Philosophy; Q. Political Philosophy; R. Origins of Analytical Philosophy. Credit is awarded for only
one of PHIL 122E or PHIL 222E."
PHIL,122J,EARLY MODERN PHILOSOPHY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): one course in philosophy or consent of instructor. Topics include E. Ancient Philosophy; F. Medieval Philosophy; I. French Renaissance Philosophy; J. Early Modern Philosophy; M. Moral Theories of Hume and Kant; N. Nineteenth-Century Philosophy; O. Kant and Post-Kantian European Moral Philosophy; Q. Political Philosophy; R. Origins of Analytical Philosophy. Credit is awarded for only
one of PHIL 122J or PHIL 222J."
PHIL,122Q,POLITICAL PHILOSOPHY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): one course in philosophy or consent of instructor. Topics include E. Ancient Philosophy; F. Medieval Philosophy; I. French Renaissance Philosophy; J. Early Modern Philosophy; M. Moral Theories of Hume and Kant; N. Nineteenth-Century Philosophy; O. Kant and Post-Kantian European Moral Philosophy; Q. Political Philosophy; R. Origins of Analytical Philosophy. Credit is awarded for only
one of PHIL 122Q or PHIL 222Q."
PHIL,125,INTERMEDIATE LOGIC,"4 Units, Lecture, 3, hours; extra reading, 2 hours; term paper, 1 hour.  Prerequisite(s): PHIL 124 or consent of instructor. The basic metatheory of first-order logic; with an emphasis on the precise relation between its syntax (formulas, rules of inference, and proofs) and semantics (interpretations, truth, validity), leading to the soundness and completeness theorems."
PHIL,135,PHILOSOPHY OF PSYCHOLOGY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): PHIL 001 or PHIL 001H or PHIL 002 or PHIL 002H or PHIL 003 or PHIL 003H or PHIL 003W or PHIL 003X or PHIL 004 or PHIL 005 or PHIL 006 or PHIL 007 or PHIL 007H or PHIL 008 or PHIL 008H or PHIL 009 or PHIL 009H or PHIL 010 or PHIL 010H or PHIL 012 or PHIL 030E or PHIL 030F or PHIL 030G or PHIL 030I or PHIL 030J or PHIL 030K or PHIL 030M or PHIL 030N;  or consent of instructor. Examines philosophical issues arising in the context of empirical psychology. Topics may include moral development, artificial intelligence and the modeling of cognition, the nature of perception and memory, fallacies in human reasoning, mechanisms of self-understanding, and mental illness and personhood."
PHIL,139,PHILOSOPHY OF MATHEMATICS,"4 Units, Lecture, 3 hours; activity, 3 hours. Prerequisite(s): PHIL 124; or one mathematics course;  or consent of instructor. Discusses topics including abstract nature of mathematical objects, the sources of mathematical knowledge, the relation between mathematics and logic, and the infinite in mathematics. Considers the development of some selected parts of mathematics (especially arithmetic, geometry, algebra, and set theory) and of various corresponding philosophical positions (platonism, formalism, intuitionism, structuralism).   Course is repeatable."
PHIL,152,TWENTIETH-CENTURY CONTINENTAL PHILOSOPHY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): PHIL 001 or PHIL 001H or PHIL 002 or PHIL 002H or PHIL 003 or PHIL 003H or PHIL 003W or PHIL 003X or PHIL 004 or PHIL 005 or PHIL 006 or PHIL 007 or PHIL 007H or PHIL 008 or PHIL 008H or PHIL 009 or PHIL 009H or PHIL 010 or PHIL 010H or PHIL 012 or PHIL 030E or PHIL 030F or PHIL 030G or PHIL 030I or PHIL 030J or PHIL 030K or PHIL 030M or PHIL 030N;  or consent of instructor. Examines the character and consequences of several recent movements in continental philosophy, including hermeneutics, structuralism, deconstruction, and critical theory. Authors discussed include Heidegger, Gadamer, Habermas, Derrida, and Foucault."
PHIL,163,POLITICAL PHILOSOPHY,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. An inquiry into some of the main philosophic issues arising from political life, such as the nature and justification of authority, democracy, natural rights, justice, equality, and civil disobedience."
PHIL,174,PHILOSOPHY OF ART AND AESTHETICS,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s):  Restricted to class level standing of junior, or  senior;  or consent of instructor. Examination of the main topics in the philosophy of art and aesthetics through both historical and contemporary sources. Addresses the following questions: What is art? What is beauty? What is the relation between the beautiful, the true, and the good? Is beauty mind-dependent? Are there objective standards for judging artworks?"
PHIL,193,SENIOR SEMINAR,"4 Units, Seminar, 3 hours;  term paper, 3 hours. Prerequisite(s): two upper-division courses in philosophy; senior standing in Philosophy or Philosophy/Law and Society or consent of instructor. Advanced seminar for Philosophy majors. Course is repeatable as content changes to a maximum of 8 units."
PHIL,195,SENIOR THESIS,"1 to 4 Units, Prerequisite(s): enrollment by request of student with approval of department chair . Course is graded In Progress (IP) until the thesis is completed. Course is repeatable to a maximum of 8 units."
PHIL,198I,INDIVIDUAL INTERNSHIP IN PHILOSOPHY,"2 to 8 Units, Internship, 4 to 16 units; written work, 2 to 8 hours. Prerequisite(s): upper-division standing; consent of instructor. An intern assignment in government, education, science, business, or other field related to philosophy.  Students write a substantive philosophical paper pertaining to the work done in the internship. Course is repeatable to a maximum of 8 units."
PHIL,270,PHILOSOPHY COLLOQUIA,"1 Units, Colloquium, 1 hour. Prerequisite(s): graduate standing. Visiting scholars give oral reports on current research in philosophy and discuss them with students and faculty. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
PHIL,275B,PROSEMINAR FOR FIRST-YEAR GRADUATE STUDENTS: METAPHYSICS AND EPISTEMOLOGY,"4 Units, Seminar, 3 hours; extra reading, 3 hours. Prerequisite(s): PHIL 275A; first-year standing in the graduate program in Philosophy. One course in a three-term sequence designed to introduce new graduate students to current issues and methods of research in additional areas of metaphysics and epistemology."
PHIL,283,SEMINAR IN CONTEMPORARY PHILOSOPHY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): graduate standing or consent of instructor Covers an aspect of contemporary philosophy. Students who submit a term paper receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable."
PHIL,284A,PROBLEMS IN THE HISTORY OF PHILOSOPHY,"4 Units, Seminar, 3 hours; research, 9 hours. Prerequisite(s): graduate standing or consent of instructor. Focused reading of texts or problems in the history of Philosophy. May be taken as a one quarter course or with PHIL 284B as part of a two quarter sequence. Students taking PHIL 284A as a one quarter course who submit a term paper receive a letter grade; other students taking it as a one quarter course receive a Satisfactory (S) or No Credit (NC) grade. Students taking PHIL 284A as part of a two quarter sequence with PHIL 284B receive In Progress (IP) until PHIL 284B is completed, at which time one final grade is assigned for both courses. Course is repeatable to a maximum of 40 units."
PHIL,284B,PROBLEMS IN THE HISTORY OF PHILOSOPHY,"4 Units, Seminar, 3 hours; research, 9 hours. Prerequisite(s): graduate standing or consent of instructor. Focused reading of texts or problems in the history of Philosophy. May be taken as a one quarter course or with PHIL 284A as part of a two quarter sequence. Students taking PHIL 284B as a one quarter course who submit a term paper receive a letter grade; other students taking PHIL 284B as a one quarter course receive a Satisfactory (S) or No Credit (NC) grade. Students taking PHIL 284B as part of a two quarter sequence with PHIL 284A who submit a term paper receive one grade for both courses; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable to a maximum of 40 units."
PHIL,290,DIRECTED STUDIES,"1 to 6 Units, Term paper, 3 to 18 hours. Prerequisite(s):  graduate standing;  or consent of instructor. Directed study to meet special curricular needs.  Students who submit a term paper receive a letter grade; other students receive a Satisfactory (S) No Credit (NC) grade. Course is repeatable."
PHIL,292,CONCURRENT ANALYTICAL STUDIES IN PHILOSOPHY,"1 to 4 Units, Prerequisite(s): consent of instructor. Each 292 course will be taken concurrently with some 100-series course, approved by the Graduate Advisor, but on an individual basis. It will be devoted to completion of a graduate paper based on research or criticism related to the 100-series course. Faculty guides and evaluations will be provided throughout the quarter. Graded Satisfactory (S) or No Credit (NC). May be repeated for credit."
PHIL,297,DIRECTED RESEARCH,"1 to 6 Units, Prerequisite(s): graduate standing. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
PHIL,299,RESEARCH FOR THESIS OR DISSERTATION,"1 to 12 Units, Prerequisite(s): graduate standing.  Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
PHIL,302,TEACHING PRACTICUM,"1 to 4 Units, Prerequisite(s): employment as Teaching Assistant or Associate. Supervised teaching in lower-division courses and LWSO 100. Required of all teaching assistants in philosophy. Does not count toward the unit requirement for the M.A. degree. Graded Satisfactory (S) or No Credit (NC). May be repeated for credit."
PHIL,400,RESEARCH AND PROFESSIONAL DEVELOPMENT WORKSHOP,"1 Units, Workshop, 8 hours; extra reading, 8 hours. Prerequisite(s): graduate standing. A series of presentations and workshops focused on a variety of issues in research, professional development, and teaching. Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 18 units."
PHYS,002B,GENERAL PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): MATH 007B or MATH 009B or MATH 09HB (may be taken concurrently); PHYS 002A or PHYS 02HA with a grade of ""C-"" or better; concurrent enrollment in PHYS 02LB or a grade of ""C-"" or better in PHYS 02LB is required. Covers topics in mechanics, thermodynamics, and electromagnetism.  Includes fluid mechanics; temperature and heat; the laws of thermodynamics; kinetic theory of gases; electric fields and potentials; current and DC circuits; capacitance and inductance; magnetism; and Faraday's law.  For biological sciences students. Credit is not awarded for PHYS 002B if it has already been awarded for PHYS 02HB; PHYS 040B or PHYS 040HB and PHYS 040C or PHYS 040HC; or PHYS 041B."
PHYS,002C,GENERAL PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 002B or PHYS 02HB with a grade of ""C-"" or better; concurrent enrollment in PHYS 02LC or a grade of ""C-"" or better in PHYS 02LC. Covers topics in waves and modern physics.  Includes harmonic oscillations; mechanical and electromagnetic waves; geometrical optics; reflection, refraction, interference, diffraction, and polarization; and quantum, atomic, and nuclear physics.  For biological sciences students. Credit is not awarded for PHYS 002C; if it has already been awarded for PHYS 02HC; or PHYS 041C."
PHYS,006,THE VIOLENT UNIVERSE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. An introduction to violent phenomena that power the universe, specifically phenomena that illustrate basic astrophysical principles.  Topics include impacts in our planetary system:  explosions of stars, bursts of star formation, galaxy collisions, black holes, quasars, cosmic jets, and the ""Big Bang."""
